0	12
1	3
2	4908
4	4910
5	4911
6	4912
7	4913
8	4914
9	4915
10	4916
11	4917
13	4919
14	4920
15	4921
16	17
18	4924
19	4925
20	4926
21	4927
22	4928
23	4929
24	4930
25	4931
26	4932
27	4933
29	4935
30	4936
31	4937
32	4938
33	4939
34	4940
35	4941
36	4942
37	4943
38	4944
39	4945
40	4946
41	4947
42	16710
43	72
44	3694
45	46
48	3698
49	3699
50	3700
51	3701
52	3702
53	3703
54	3704
55	3705
56	3706
57	3707
58	3708
59	3709
60	3710
61	3711
62	3712
63	3713
64	3714
65	3715
66	3716
67	3717
68	3718
69	3719
70	3720
71	3721
73	3723
74	3724
75	3725
76	3726
77	3727
78	3728
79	3729
80	3730
81	3731
82	3732
83	3733
84	3734
85	3735
86	3736
87	3737
88	3738
89	3739
90	3740
91	3741
92	3742
93	3743
94	3744
95	3745
96	3746
97	6859
98	6860
99	6861
100	6862
101	6863
102	6864
103	6865
104	6866
105	6867
106	6868
107	6869
108	6870
109	6871
110	6872
111	6873
112	6874
113	6875
114	6876
115	6877
116	6878
117	6879
118	6880
119	6881
120	6882
121	6883
122	6884
123	6885
124	6886
125	6887
126	6888
127	6889
128	6890
129	6891
130	6892
131	6893
132	6894
133	6895
134	6896
135	6897
136	6898
137	6899
138	6900
139	6901
140	6902
141	6903
142	143
144	8457
145	8458
146	8459
147	8460
148	8461
149	8462
150	8463
151	8464
152	8465
153	8466
154	8467
155	8468
156	8469
157	8470
158	8471
159	8472
160	8473
161	8474
162	8475
163	8476
164	8477
165	8478
166	8479
167	8480
168	8481
169	8482
170	6742
171	6743
172	6744
173	6745
174	6746
175	6747
176	6748
177	6749
178	6750
179	6751
180	6752
181	6753
182	8253
183	8254
184	8255
185	8256
186	8257
187	8258
188	8259
189	8260
190	8261
191	8262
192	8263
193	8264
194	8265
195	8266
196	8267
197	8268
198	8269
199	8270
200	8271
201	8272
202	8273
203	8274
204	8275
205	8276
206	8277
207	8278
208	8279
209	8280
210	8281
211	8282
212	8283
213	8284
214	8285
215	8286
216	8287
217	8288
218	8289
219	8290
220	8291
221	8292
222	8293
223	8294
224	226
225	20368
226	2893
227	233
228	10084
229	9051
230	3174
231	10085
232	7229
233	3610
234	20705
235	7230
236	10088
237	14203
238	3612
239	3613
240	3614
241	3615
242	3616
243	3617
244	3618
245	3619
246	3620
247	3621
248	3622
249	3623
250	3624
251	3625
252	3626
253	3627
254	3628
255	3629
256	3630
257	3631
258	3632
259	3633
260	3634
261	3635
262	3636
263	3637
264	3638
265	3639
266	3640
267	3641
268	3642
269	3643
270	3644
271	3645
272	3646
273	3647
274	3648
275	3649
276	3650
277	3651
278	3652
279	3653
280	6374
281	6375
282	6376
283	6377
284	6378
285	6379
286	6380
287	6381
288	6382
289	6383
290	6384
291	6385
292	6386
293	6387
294	6388
295	6389
296	6390
297	6391
298	6392
299	6393
300	6394
301	6395
302	6396
303	6397
304	6398
305	6399
306	6400
307	6401
308	6402
309	6403
310	6404
311	6405
312	6406
313	6407
314	6408
315	6409
316	6410
317	6411
318	6412
319	6413
320	6414
321	6415
322	6416
323	6417
324	6418
325	6419
326	6420
327	6421
328	6422
329	6423
330	6424
331	6425
332	6426
333	6427
334	4179
335	4180
336	4181
337	4182
338	4183
339	4184
340	4185
341	4186
342	4187
343	4188
344	4189
345	4190
346	4191
347	4192
348	4193
349	4194
350	4195
351	4196
352	4197
353	4198
354	4199
355	4200
356	4201
357	4202
358	4203
359	4204
360	4205
361	4206
362	4207
363	4208
364	4209
365	4210
366	4211
367	4212
368	4213
369	4214
370	4215
371	4216
372	4217
373	4218
374	4219
375	4220
376	4221
377	4222
378	4223
379	4224
380	4225
381	4226
382	8628
383	8629
384	8630
385	8631
386	8632
387	8633
388	8634
389	8635
390	8636
391	8637
392	8638
393	10845
394	10846
395	18630
396	10588
397	3231
398	3232
399	3233
400	3234
401	3235
402	3236
403	3237
404	3238
405	3239
406	3240
407	3241
408	3242
409	3243
410	3244
411	3245
412	3246
413	3247
414	3248
415	3249
416	3250
417	3251
418	3252
419	3253
420	3254
421	3255
422	3256
423	3257
424	3258
425	3259
426	3260
427	3261
428	3262
429	3263
430	3264
431	3265
432	3266
433	3267
434	3268
435	3269
436	3270
437	3271
438	3272
439	17738
440	17738
441	21371
442	21371
443	2534
444	2535
445	2536
446	2537
447	2538
448	2539
449	2540
450	2541
451	2542
452	2543
453	2544
454	2545
455	2546
456	2547
457	2548
458	2549
459	2550
460	2551
461	2552
462	2553
463	2554
464	2555
465	2556
466	2557
467	2558
468	2559
469	2560
470	2561
471	2562
472	2563
473	2564
474	2565
475	2566
476	2567
477	2568
478	2569
479	2570
480	2571
481	2572
482	2573
483	2574
484	2575
485	2576
486	2577
487	2578
488	2579
489	2580
490	2581
491	2582
492	2583
493	2584
494	2585
495	2586
496	2587
497	15702
498	4089
499	4090
500	4091
501	4092
502	4093
503	4094
504	4095
505	4096
506	4097
507	4098
508	4099
509	4100
510	4101
511	4102
512	4103
513	4104
514	4105
515	4106
516	4107
517	4108
518	4109
519	4110
520	4111
521	4112
522	4113
523	4114
524	4115
525	4116
526	4117
527	4118
528	4119
529	4120
530	4121
531	4122
532	4123
533	4124
534	4125
535	4126
536	4127
537	4128
538	4129
539	4130
540	4131
541	4132
542	4133
543	4134
544	4135
545	4136
546	8047
547	8048
548	8049
549	8050
550	8051
551	8052
552	8053
553	8054
554	8055
555	8056
556	8057
557	8058
558	8059
559	8060
560	8061
561	8062
562	8063
563	8064
564	8065
565	8066
566	8067
567	8068
568	8069
569	8070
570	8071
571	8072
572	8073
573	8074
574	8075
575	8076
576	8077
577	8078
578	8079
579	8080
580	8081
581	8082
582	8083
583	8084
584	8085
585	8086
586	8087
587	8088
588	9666
589	9667
590	9668
591	11213
592	600
593	1885
594	1886
595	1887
596	1888
597	1889
598	1890
599	1891
600	1892
601	1893
602	1894
603	1895
604	1896
605	1897
606	1898
607	1899
608	1900
609	1901
610	1902
611	1903
612	1904
613	1905
614	1906
615	1907
616	1908
617	4276
618	4277
619	4278
620	4279
621	4280
622	4281
623	4282
624	4283
625	4284
626	4285
627	4286
628	4287
629	4288
630	4289
631	4290
632	4291
633	4292
634	4293
635	4294
636	4295
637	4296
638	4297
639	4298
640	4299
641	4300
642	4301
643	10187
644	10188
645	10189
646	10190
647	10191
648	10192
649	10193
650	17267
651	13578
652	5404
653	5405
654	5406
655	5407
656	5408
657	5409
658	5410
659	5411
660	5412
661	5413
662	5414
663	4866
664	4867
665	4868
666	4869
667	4870
668	4871
669	4872
670	4873
671	4874
672	4875
673	4876
674	4877
675	4878
676	4879
677	4880
678	4881
679	4882
680	4883
681	4884
682	4885
683	737
684	738
685	739
686	740
687	741
688	742
689	743
690	744
691	745
692	746
693	747
694	748
695	749
696	750
697	751
698	752
699	753
700	754
701	755
702	756
703	757
704	758
705	759
706	760
707	761
708	762
709	763
710	764
711	765
712	766
713	767
714	768
715	769
716	770
717	771
718	772
719	773
720	774
721	775
722	776
723	777
724	778
725	779
726	780
727	781
728	782
729	783
730	784
731	785
732	786
733	787
734	788
735	789
736	790
791	5784
792	5785
793	3174
794	5786
795	5787
796	5789
797	5790
798	5791
799	7438
800	7439
801	7440
802	7441
803	7442
804	7443
805	7444
806	7445
807	7446
808	7447
809	7448
810	7449
811	7450
812	7451
813	7452
814	7453
815	7454
816	7455
817	7456
818	7457
819	7458
820	7459
821	7460
822	7461
823	7462
824	7463
825	1027
826	1028
827	1029
828	1030
829	1031
830	1032
831	1033
832	1034
833	1035
834	1036
835	1037
836	1038
837	1039
838	1040
839	1041
840	1042
841	1043
842	1044
843	1045
844	1046
845	1047
846	1048
847	1049
848	1050
849	1051
850	1052
851	1053
852	1054
853	1055
854	1056
855	1057
856	1058
857	1059
858	1060
859	1061
860	1062
861	1063
862	1064
863	1065
864	1066
865	1067
866	1068
867	2356
868	2357
869	2358
870	2359
871	2360
872	2361
873	2362
874	2363
875	2364
876	2365
877	2366
878	2367
879	2368
880	2369
881	2370
882	2371
883	2372
884	2373
885	2374
886	2375
887	2376
888	2377
889	2378
890	2379
891	2380
892	2381
893	2382
894	2383
895	2384
896	2385
897	2386
898	2387
899	2388
900	2389
901	2390
902	2391
903	2392
904	2393
905	2394
906	2395
907	2396
908	2397
909	2398
910	2399
911	2400
912	2401
913	2402
914	2403
915	3046
916	3047
917	3048
918	3049
919	3050
920	3051
921	3052
922	3053
923	3054
924	3055
925	3056
926	3057
927	3058
928	3059
929	3060
930	3061
931	3062
932	3063
933	3064
934	3065
935	3066
936	3067
937	3068
938	3069
939	3070
940	3071
941	3072
942	3073
943	3074
944	3075
945	3076
946	3077
947	3078
948	3079
949	3080
950	3081
951	3082
952	3083
953	3084
954	3085
955	3086
956	3087
957	3088
958	3089
959	3090
960	3091
961	3092
962	3093
963	3094
964	3095
965	3096
966	3097
967	3098
968	3099
969	4636
970	4637
971	4638
972	4639
973	4640
974	4641
975	4642
976	4643
977	4644
978	4645
979	4646
980	4647
981	4648
982	4649
983	4650
984	4651
985	4652
986	4653
987	4654
988	4655
989	4656
990	4657
991	4658
992	4659
993	4660
994	4661
995	4662
996	4663
997	4664
998	4665
999	4666
1000	4667
1001	4668
1002	4669
1003	4670
1004	4671
1005	4672
1006	4673
1007	4674
1008	4675
1009	4676
1010	4677
1011	4678
1012	4679
1013	4680
1014	4681
1015	4682
1016	4683
1017	4684
1018	4685
1019	4686
1020	4687
1021	4688
1022	4689
1023	12342
1069	9953
1070	18227
1071	19651
1072	14205
1073	3187
1074	3188
1075	3189
1076	3190
1077	3191
1078	3192
1079	3193
1080	3194
1081	3195
1082	3196
1083	3197
1084	3198
1085	3199
1086	3200
1087	3201
1088	3202
1089	3203
1090	3204
1091	3205
1092	3206
1093	3207
1094	3208
1095	3209
1096	3210
1097	3211
1098	3212
1099	3213
1100	3214
1101	3215
1102	3216
1103	3217
1104	3218
1105	3219
1106	3220
1107	3221
1108	3222
1109	3223
1110	3224
1111	3225
1112	3226
1113	3227
1114	3228
1115	3229
1116	10718
1214	2898
1215	9337
1216	9338
1217	9339
1218	2902
1219	9341
1220	5804
1221	5805
1222	5806
1223	2865
1224	2866
1225	2867
1226	2868
1227	2869
1228	2870
1229	2871
1230	2872
1231	2873
1232	2874
1233	2875
1234	2876
1235	2877
1236	2878
1237	2879
1238	2880
1239	2881
1240	2882
1241	2883
1242	2884
1243	2885
1244	2886
1245	2887
1246	2888
1247	2889
1248	2890
1249	2891
1250	2892
1251	8507
1252	9779
1253	7349
1254	9437
1255	11212
1256	9657
1257	7962
1258	9439
1259	17397
1260	9507
1261	10577
1262	19991
1263	10350
1264	10580
1265	1369
1266	1370
1267	1371
1268	1372
1269	1373
1270	1374
1271	1375
1272	1376
1273	1377
1274	1378
1275	1379
1276	1380
1277	1381
1278	1382
1279	1383
1280	1384
1281	1385
1282	1386
1283	1387
1284	1388
1285	1389
1286	1390
1287	1391
1288	1392
1289	1393
1290	1394
1291	1395
1292	1396
1293	1397
1294	1398
1295	1399
1296	1400
1297	1401
1298	1402
1299	1403
1300	1404
1301	1405
1302	1406
1303	1407
1304	1408
1305	1409
1306	1410
1307	1411
1308	7431
1309	7432
1310	7433
1311	7434
1312	7435
1313	7436
1314	7437
1315	6235
1316	6236
1317	6237
1318	6238
1319	6239
1320	6240
1321	6241
1322	6242
1323	6243
1324	6244
1325	6245
1326	6246
1327	6247
1328	6248
1329	6249
1330	6250
1331	6251
1332	6252
1333	6253
1334	6254
1335	6255
1336	6256
1337	6257
1338	6258
1339	6259
1340	6260
1341	6261
1342	6262
1343	6263
1344	6264
1345	6265
1346	6266
1347	6267
1348	6268
1349	6269
1350	6270
1351	6271
1352	6272
1353	6273
1354	6274
1355	6275
1356	6276
1357	6277
1358	6278
1359	6279
1360	6280
1361	6281
1362	6282
1363	6283
1364	6284
1365	6285
1366	6286
1367	6287
1368	6288
1412	9559
1413	1570
1414	1571
1415	1572
1416	1573
1417	1574
1418	1575
1419	1576
1420	1577
1421	1578
1422	1579
1423	1580
1424	1581
1425	1582
1426	1583
1427	1584
1428	1585
1429	1586
1430	1587
1431	1588
1432	1589
1433	1590
1434	1591
1435	1592
1436	1593
1437	1594
1438	1595
1439	7249
1440	7250
1441	7251
1442	7252
1443	7253
1444	7254
1445	7255
1446	7256
1447	7257
1448	7258
1449	7259
1450	7260
1451	7261
1452	7262
1453	7263
1454	7264
1455	7265
1456	7266
1457	7267
1458	7268
1459	7269
1460	7270
1461	7271
1462	7272
1463	7273
1464	7274
1465	7275
1466	7276
1467	7277
1468	7278
1469	7279
1470	7280
1471	7281
1472	7282
1473	7283
1474	7284
1475	7285
1476	7286
1477	7287
1478	7288
1479	7289
1480	7290
1481	7291
1482	7292
1483	7293
1527	6463
1528	6464
1529	6465
1530	6466
1531	6467
1532	6468
1533	6469
1534	6470
1535	6471
1536	6472
1537	6473
1538	6474
1539	6475
1540	6476
1541	6477
1542	6478
1543	6479
1544	6480
1545	6481
1546	6482
1547	6483
1548	6484
1549	6485
1550	6486
1551	6487
1552	6488
1553	6489
1554	6490
1555	6491
1556	6492
1557	6493
1558	6494
1559	6495
1560	6496
1561	6497
1562	6498
1563	6499
1564	6500
1565	6501
1566	6502
1567	6503
1568	6504
1569	19100
1596	2288
1597	2289
1598	2290
1599	2291
1600	2292
1601	2293
1602	2294
1603	2295
1604	2296
1605	2297
1606	2298
1607	2299
1608	2300
1609	2301
1610	2302
1611	2303
1612	2304
1613	2305
1614	2306
1615	2307
1616	2308
1617	2309
1618	2310
1619	2311
1620	2312
1621	2313
1622	2314
1623	2315
1624	2316
1625	2317
1626	2318
1627	2319
1628	2320
1629	2321
1630	2322
1631	2323
1632	2324
1633	2325
1634	2326
1635	2327
1636	2328
1637	2329
1638	2330
1639	2331
1640	2332
1641	2333
1642	2334
1643	2335
1644	8884
1645	8885
1646	8886
1647	8887
1648	8888
1649	8889
1650	8890
1651	8891
1652	8892
1653	8893
1654	8894
1655	8895
1656	8896
1657	8897
1658	8898
1659	8899
1660	8900
1661	8901
1662	8902
1663	8903
1664	8904
1665	8905
1666	8906
1667	8907
1668	8908
1669	8909
1670	5937
1671	5938
1672	5939
1673	5940
1674	5941
1675	5942
1676	5943
1677	5944
1678	5945
1679	5946
1680	5947
1681	5948
1682	5949
1683	5950
1684	5951
1685	5952
1686	5953
1687	5954
1688	5955
1689	5956
1690	5957
1691	5958
1692	5959
1693	5960
1694	5961
1695	5962
1696	5963
1697	5964
1698	5965
1699	5966
1700	5967
1701	5968
1702	5969
1703	5970
1704	5971
1705	5972
1706	5973
1707	5974
1708	5975
1709	5976
1710	5977
1711	5978
1766	3231
1767	3232
1768	3233
1769	3234
1770	3235
1771	3236
1772	3237
1773	3238
1774	3239
1775	3240
1776	3241
1777	3242
1778	3243
1779	3244
1780	3245
1781	3246
1782	3247
1783	3248
1784	3249
1785	3250
1786	3251
1787	3252
1788	3253
1789	3254
1790	3255
1791	3256
1792	3257
1793	3258
1794	3259
1795	3260
1796	3261
1797	3262
1798	3263
1799	3264
1800	3265
1801	3266
1802	3267
1803	3268
1804	3269
1805	3270
1806	3271
1807	3272
1808	11905
1809	8455
1810	8456
1811	8457
1812	8458
1813	8459
1814	8460
1815	8461
1816	8462
1817	8463
1818	8464
1819	8465
1820	8466
1821	8467
1822	8468
1823	8469
1824	8470
1825	8471
1826	8472
